primary_isin,conm,year,zscore,zscore_zone,n_incidents,esg_weight_score_w,e_weight_score_w,s_weight_score_w,g_weight_score_w,log_assets,leverage,roa,sic,industry
US1311931042,TOPGOLF CALLAWAY BRANDS CORP,2021,2.5554647674555104,Grey,0.0,0.0,0.0,0.0,0.0,7.591659878175149,0.6588690295869938,0.04465919418358073,3949.0,3.0
US1311931042,TOPGOLF CALLAWAY BRANDS CORP,2018,4.372165039478505,Safe,0.0,0.0,0.0,0.0,0.0,6.8998813608911425,0.3347421246079077,0.0909048717811608,3949.0,3.0
US4180561072,HASBRO INC,2021,2.3872332489716106,Grey,1.0,3.0,1.0,1.0,1.0,9.289094711598374,0.7262841912170809,0.06737142373838609,3944.0,3.0
US4180561072,HASBRO INC,2020,3.665843130893706,Safe,9.0,4.0,0.0,4.0,0.0,9.0889213842501,0.661737146140285,0.07563867858948004,3944.0,3.0
US4180561072,HASBRO INC,2019,4.444871781353075,Safe,5.0,12.0,2.0,6.0,4.0,8.568644193367296,0.666636899039101,0.11368389971628284,3944.0,3.0
US4180561072,HASBRO INC,2018,5.056335704312634,Safe,4.0,5.0,0.0,5.0,0.0,8.573759329895758,0.6540712890759762,0.15318744880654625,3944.0,3.0
US67018T1051,NU SKIN ENTERPRISES  -CL A,2021,4.818825436401998,Safe,1.0,1.0,0.0,0.0,1.0,7.579717637454635,0.5430576022596977,0.13160653955186208,2844.0,2.0
US67018T1051,NU SKIN ENTERPRISES  -CL A,2020,4.955267635630863,Safe,0.0,0.0,0.0,0.0,0.0,7.478738215392638,0.5052085747589324,0.15117303163471463,2844.0,2.0
US67018T1051,NU SKIN ENTERPRISES  -CL A,2019,5.981923072996654,Safe,1.0,0.0,0.0,0.0,0.0,7.435701112046412,0.5385707186891763,0.18813582728514217,2834.0,2.0
US67018T1051,NU SKIN ENTERPRISES  -CL A,2018,6.045976245955368,Safe,0.0,0.0,0.0,0.0,0.0,7.3720375725557385,0.5568221844274256,0.17264471605261303,2834.0,2.0
US5355551061,LINDSAY CORP,2021,5.911311692408583,Safe,1.0,4.0,0.0,0.0,4.0,6.348309976513241,0.4767670535610998,0.0934418413884731,3523.0,3.0
US5355551061,LINDSAY CORP,2020,5.556965749456003,Safe,2.0,3.0,0.0,0.0,3.0,6.217232651268285,0.4639186590820964,0.04801584604868143,3523.0,3.0
US5355551061,LINDSAY CORP,2019,6.102576693162664,Safe,2.0,3.0,0.0,0.0,3.0,6.217116948623951,0.4465513657007612,0.09651858248576729,3523.0,3.0
US5355551061,LINDSAY CORP,2018,5.454355100332597,Safe,0.0,0.0,0.0,0.0,0.0,6.228574117970237,0.46632821639738203,0.07944359250007905,3523.0,3.0
US65343C1027,NEXTGEN HEALTHCARE INC,2021,4.72949531555098,Safe,0.0,0.0,0.0,0.0,0.0,6.470003521438018,0.33025077348460635,0.028739181301067826,7372.0,7.0
US65343C1027,NEXTGEN HEALTHCARE INC,2020,3.252091028009856,Safe,0.0,0.0,0.0,0.0,0.0,6.580800011999951,0.4438479356103739,0.029648001155369415,7372.0,7.0
US65343C1027,NEXTGEN HEALTHCARE INC,2019,5.285151867109196,Safe,0.0,0.0,0.0,0.0,0.0,6.280199190412653,0.29452143480422976,0.05559631822404038,7372.0,7.0
US65343C1027,NEXTGEN HEALTHCARE INC,2018,4.137313511427424,Safe,1.0,1.0,0.0,0.0,1.0,6.247568874373799,0.3729387015152543,0.05447741660284438,7372.0,7.0
US9488491047,WEIS MARKETS INC,2021,4.873551063950512,Safe,2.0,0.0,0.0,0.0,0.0,7.507372244659874,0.3704121189549011,0.0896375069283424,5411.0,5.0
US9488491047,WEIS MARKETS INC,2020,4.498101712944753,Safe,0.0,0.0,0.0,0.0,0.0,7.42450054702981,0.3681254408968454,0.050513797758602784,5411.0,5.0
US9488491047,WEIS MARKETS INC,2019,5.83504828964486,Safe,0.0,0.0,0.0,0.0,0.0,7.267533104002478,0.2856905428799081,0.05837245663615713,5411.0,5.0
US9488491047,WEIS MARKETS INC,2018,5.342457952973058,Safe,0.0,0.0,0.0,0.0,0.0,7.274298669233471,0.3113566325111549,0.05300890105629382,5411.0,5.0
US4370761029,HOME DEPOT INC,2021,6.616373201075583,Safe,39.0,40.0,5.0,23.0,12.0,11.16453043346706,0.9532593757526813,0.29223162040775846,5211.0,5.0
US4370761029,HOME DEPOT INC,2020,7.228319146773594,Safe,29.0,35.0,4.0,21.0,10.0,10.8442172062873,1.0608166133187602,0.3092161761261613,5211.0,5.0
US4370761029,HOME DEPOT INC,2019,7.682046116416974,Safe,19.0,43.0,12.0,19.0,12.0,10.692035817859326,1.0426789082562553,0.3585437356543872,5211.0,5.0
US4370761029,HOME DEPOT INC,2018,7.761060357128022,Safe,29.0,35.0,7.0,24.0,4.0,10.703918398315748,0.9673471221002043,0.3335129915336073,5211.0,5.0
US0079031078,ADVANCED MICRO DEVICES,2021,22.70449453361303,Safe,1.0,2.0,0.0,0.0,2.0,9.100860271357362,0.34869448783753626,0.15431823253738006,3674.0,3.0
US0079031078,ADVANCED MICRO DEVICES,2020,10.290888072842199,Safe,0.0,0.0,0.0,0.0,0.0,8.704336438489406,0.531021897810219,0.09671532846715329,3674.0,3.0
US0079031078,ADVANCED MICRO DEVICES,2019,3.286251374079006,Safe,1.0,6.0,0.0,0.0,6.0,8.424419791263883,0.7221246707638279,0.10886742756804214,3674.0,3.0
US0079031078,ADVANCED MICRO DEVICES,2018,1.0019386897824794,Distress,4.0,10.0,0.0,8.0,2.0,8.172164452111904,0.8274011299435028,0.04293785310734463,3674.0,3.0
US1686151028,CHICOS FAS INC,2021,0.6316864086198368,Distress,2.0,5.0,2.0,3.0,0.0,7.151389848048418,0.8704825089145786,-0.19923788786064237,5621.0,5.0
US1686151028,CHICOS FAS INC,2020,2.064299364549978,Grey,2.0,2.0,2.0,0.0,0.0,7.341910851270402,0.6563777218426107,-0.006011049752408017,5621.0,5.0
US1686151028,CHICOS FAS INC,2019,4.3180510338093026,Safe,0.0,0.0,0.0,0.0,0.0,6.915757178221195,0.4240869722372829,0.04336099873489872,5621.0,5.0
US1686151028,CHICOS FAS INC,2018,5.1526202591048555,Safe,0.0,0.0,0.0,0.0,0.0,6.992652339044852,0.3964886148923552,0.13347676776035416,5621.0,5.0
US03966V1070,ARCONIC CORP,2021,1.2465811998071739,Distress,4.0,11.0,0.0,4.0,7.0,8.750683034784592,0.7708267342413684,0.04529616724738676,3350.0,3.0
US14448C1045,CARRIER GLOBAL CORP,2021,2.2393344710769107,Grey,3.0,5.0,0.0,0.0,5.0,10.130384052719645,0.7378551787351054,0.08209460805802415,3585.0,3.0
US68902V1070,OTIS WORLDWIDE CORP,2021,2.5054844413676616,Grey,3.0,1.0,0.0,0.0,1.0,9.27902652976463,1.2988795518207283,0.17609710550887023,3530.0,3.0
US29276K1016,ENERGY XXI GULF COAST INC,2018,-1.291371320496383,Distress,1.0,3.0,0.0,0.0,3.0,6.98284605374141,0.8475443415024578,-0.2933837334328707,1311.0,1.0
US03212B1035,AMPLIFY ENERGY CORP,2021,-5.370115822049898,Distress,9.0,63.0,39.0,24.0,0.0,5.9552128221441425,1.0876834589964106,-1.0,1311.0,1.0
US03212B1035,AMPLIFY ENERGY CORP,2020,0.7236146102519958,Distress,0.0,0.0,0.0,0.0,0.0,6.7782603004949324,0.5051991991239135,0.014622711925054044,1311.0,1.0
US2074101013,CONMED CORP,2021,2.938900046177246,Grey,0.0,0.0,0.0,0.0,0.0,7.468897330156459,0.59522239596089,0.0403808245032035,3845.0,3.0
US2074101013,CONMED CORP,2020,2.9718720608623626,Grey,2.0,9.0,0.0,5.0,4.0,7.482172413112514,0.5997583227939912,0.05429174213211124,3845.0,3.0
US2074101013,CONMED CORP,2019,2.9540010726161148,Grey,0.0,0.0,0.0,0.0,0.0,7.2226667436762595,0.5162868899994012,0.056889079114011885,3845.0,3.0
US2074101013,CONMED CORP,2018,2.5218112749232633,Grey,0.0,0.0,0.0,0.0,0.0,7.214475716167617,0.5350146285497154,0.05228500671226936,3845.0,3.0
US92259F1012,VELODYNE LIDAR INC,2021,27.22659279486227,Safe,0.0,0.0,0.0,0.0,0.0,6.0723807193540935,0.21235602433027048,-0.3566275028194273,3812.0,3.0
US0462241011,ASTEC INDUSTRIES INC,2020,5.8080769481046985,Safe,0.0,0.0,0.0,0.0,0.0,6.686482476725222,0.2473597685440813,0.05108070226284138,3531.0,3.0
US0462241011,ASTEC INDUSTRIES INC,2021,6.6546379650887815,Safe,0.0,0.0,0.0,0.0,0.0,6.744294729829101,0.2419240745107286,0.065432680971469,3531.0,3.0
US0462241011,ASTEC INDUSTRIES INC,2019,4.508841921916151,Safe,1.0,2.0,0.0,0.0,2.0,6.752804112183989,0.31581599075114236,0.08038510410225179,3531.0,3.0
US0462241011,ASTEC INDUSTRIES INC,2018,6.953695640342737,Safe,0.0,0.0,0.0,0.0,0.0,6.791871813000347,0.22798874523791593,0.062430655399913895,3531.0,3.0
US90353W1036,UBIQUITI INC,2018,12.710645705052741,Safe,0.0,0.0,0.0,0.0,0.0,6.8811145450349995,0.3813537628339764,0.29789012358244127,3663.0,3.0
US90353W1036,UBIQUITI INC,2019,9.478621310623291,Safe,1.0,2.0,1.0,0.0,1.0,6.931058634318454,0.6912232526254746,0.3189265942809197,3663.0,3.0
US90353W1036,UBIQUITI INC,2020,13.294556560860922,Safe,0.0,0.0,0.0,0.0,0.0,6.776353046657699,0.8866526234065751,0.47073121999394885,3663.0,3.0
US90353W1036,UBIQUITI INC,2021,14.002309186625611,Safe,3.0,9.0,0.0,4.0,5.0,6.604554749059228,1.4006476362497307,0.6484471510649521,3663.0,3.0
US0942351083,BLOOMIN' BRANDS INC,2020,1.0968078808117612,Distress,0.0,0.0,0.0,0.0,0.0,8.186932860893608,0.9505993153306318,0.053188661510074786,5812.0,5.0
US0942351083,BLOOMIN' BRANDS INC,2021,0.5369091965038149,Distress,0.0,0.0,0.0,0.0,0.0,8.120620528064336,0.9967410317399179,-0.005371928971921476,5812.0,5.0
US0942351083,BLOOMIN' BRANDS INC,2019,1.4497101863750217,Distress,1.0,2.0,0.0,2.0,0.0,7.810261033133586,0.9777598270673092,0.05893156938526615,5812.0,5.0
US0942351083,BLOOMIN' BRANDS INC,2018,1.4915214096813743,Distress,0.0,0.0,0.0,0.0,0.0,7.853180256967218,0.9807723326183185,0.057342142564810926,5812.0,5.0
US63888U1088,NATURAL GROCERS VITAMIN CTGE,2020,4.262428276133976,Safe,2.0,2.0,0.0,2.0,0.0,5.793361108974429,0.5203323611951797,0.05125430278129337,5400.0,5.0
US63888U1088,NATURAL GROCERS VITAMIN CTGE,2019,4.750370231734616,Safe,0.0,0.0,0.0,0.0,0.0,5.730369227189702,0.5221943253127004,0.049019320509438816,5400.0,5.0
US63888U1088,NATURAL GROCERS VITAMIN CTGE,2018,3.9540321546404007,Safe,1.0,0.0,0.0,0.0,0.0,5.7070803639696255,0.5537099446316723,0.04699474317562861,5400.0,5.0
US63888U1088,NATURAL GROCERS VITAMIN CTGE,2021,2.284621356183249,Grey,1.0,0.0,0.0,0.0,0.0,6.526190274390019,0.7461601192152445,0.04070009621702806,5400.0,5.0
US29355A1079,ENPHASE ENERGY INC,2019,0.7671355919966387,Distress,0.0,0.0,0.0,0.0,0.0,5.83169770948186,0.9771251731938565,0.02438687168504752,3674.0,3.0
US29355A1079,ENPHASE ENERGY INC,2020,5.87927607954996,Safe,2.0,6.0,0.0,0.0,6.0,6.571195238506278,0.6183353593476375,0.14767891669225475,3674.0,3.0
US29355A1079,ENPHASE ENERGY INC,2021,20.457676239814642,Safe,0.0,0.0,0.0,0.0,0.0,7.090994747699346,0.5967067799237065,0.15535262835992272,3674.0,3.0
US29355A1079,ENPHASE ENERGY INC,2018,-0.2280466760319031,Distress,0.0,0.0,0.0,0.0,0.0,5.136662769289861,1.0539530704062148,-0.132789821870917,3674.0,3.0
US00090Q1031,ADT INC,2021,0.29893703033284347,Distress,2.0,3.0,0.0,3.0,0.0,9.687687968160603,0.8114197388386974,0.010025851067473371,7381.0,7.0
US00090Q1031,ADT INC,2019,0.3903999807252971,Distress,0.0,0.0,0.0,0.0,0.0,9.753223111491208,0.7544946691795176,0.02049114024795033,7381.0,7.0
US00090Q1031,ADT INC,2020,0.38199416475569103,Distress,2.0,4.0,0.0,4.0,0.0,9.685620804375361,0.8020120679059706,0.021124493367551102,7381.0,7.0
US12769A1034,CAFEPRESS INC,2018,0.9862252568594714,Distress,0.0,0.0,0.0,0.0,0.0,3.9545459525080364,0.2978386617681545,-0.20526850621433596,5961.0,5.0
US8868851028,TILLY'S INC,2019,4.013743262551547,Safe,0.0,0.0,0.0,0.0,0.0,5.684151032706974,0.44288940129891397,0.10184604049555204,5600.0,5.0
US8868851028,TILLY'S INC,2020,1.8827239299331688,Grey,0.0,0.0,0.0,0.0,0.0,6.305618136765555,0.7074839016537392,0.05205436850578077,5600.0,5.0
US8868851028,TILLY'S INC,2018,3.8416877138868095,Safe,0.0,0.0,0.0,0.0,0.0,5.673704637739461,0.44702200192340175,0.10393263268197346,5600.0,5.0
US8868851028,TILLY'S INC,2021,1.5574955579850494,Distress,0.0,0.0,0.0,0.0,0.0,6.227471015258985,0.6822342637490034,-0.004124849398484192,5600.0,5.0
US98986T1088,ZYNGA INC,2021,1.86110726522076,Grey,5.0,10.0,0.0,3.0,7.0,8.733513517382322,0.5260613872552968,0.001369531942318537,7372.0,7.0
US98986T1088,ZYNGA INC,2020,1.886087039669113,Grey,2.0,3.0,0.0,2.0,1.0,8.205659312797275,0.4603555578381113,-0.020136512617828596,7372.0,7.0
US98986T1088,ZYNGA INC,2019,3.0468148825563484,Safe,3.0,7.0,0.0,7.0,0.0,7.672154177912408,0.2562501659521601,0.008457620825982913,7372.0,7.0
US98986T1088,ZYNGA INC,2018,5.1322180731360465,Safe,1.0,2.0,0.0,0.0,2.0,7.591020291365786,0.17081158147719458,0.020145170115387356,7372.0,7.0
US55345K1034,MRC GLOBAL INC,2021,1.3404237769506293,Distress,0.0,0.0,0.0,0.0,0.0,7.485491608030754,0.6041549691184728,0.004491858506457047,5051.0,5.0
US55345K1034,MRC GLOBAL INC,2019,2.391386217447018,Grey,0.0,0.0,0.0,0.0,0.0,7.79770203551669,0.5698438783894824,0.05382087099424815,5051.0,5.0
US55345K1034,MRC GLOBAL INC,2020,2.1991410799650213,Grey,0.0,0.0,0.0,0.0,0.0,7.75190533307861,0.5711827956989247,0.05161290322580645,5051.0,5.0
US55345K1034,MRC GLOBAL INC,2018,2.359720124231397,Grey,0.0,0.0,0.0,0.0,0.0,7.75833346749091,0.523931623931624,0.02564102564102564,5051.0,5.0
US8486371045,SPLUNK INC,2021,3.5720898238105203,Safe,0.0,0.0,0.0,0.0,0.0,8.677522345104045,0.7283788356997017,-0.13105424465526544,7372.0,7.0
US8486371045,SPLUNK INC,2019,3.554618669061385,Safe,0.0,0.0,0.0,0.0,0.0,8.412108859838298,0.6621389111654636,-0.05447239182417483,7372.0,7.0
US8486371045,SPLUNK INC,2020,4.157420712711937,Safe,0.0,0.0,0.0,0.0,0.0,8.601620916984434,0.6324221601696195,-0.048430260957361485,7372.0,7.0
US45321L1008,IMPERVA INC,2018,4.328693446813571,Safe,0.0,0.0,0.0,0.0,0.0,6.2711056272590815,0.40325757202752704,-0.022599618984134436,7372.0,7.0
US7615655062,REX ENERGY CORP,2018,-2.069573776088145,Distress,1.0,4.0,2.0,2.0,0.0,6.84921155309922,1.0568516043845004,-0.026572568533026517,1311.0,1.0
US45667G1031,INFINERA CORP,2021,0.5995808834694546,Distress,1.0,2.0,0.0,0.0,2.0,7.457896034520754,0.7539482030849115,-0.06213690413316733,3576.0,3.0
US45667G1031,INFINERA CORP,2020,0.08454580485585494,Distress,0.0,0.0,0.0,0.0,0.0,7.39592907633634,0.7626199228907021,-0.12457241678324771,3576.0,3.0
US45667G1031,INFINERA CORP,2019,0.17166253438106543,Distress,0.0,0.0,0.0,0.0,0.0,7.496802260462676,0.6092640192752892,-0.083018092790087,3576.0,3.0
US45667G1031,INFINERA CORP,2018,0.8283331087718504,Distress,0.0,0.0,0.0,0.0,0.0,7.019895758652331,0.4046856406631653,-0.1336888348081276,3576.0,3.0
US9111631035,UNITED NATURAL FOODS INC,2021,4.0281058568444585,Safe,5.0,12.0,3.0,5.0,4.0,8.934319641011196,0.8494448114478346,0.038833147136960566,5140.0,5.0
US9111631035,UNITED NATURAL FOODS INC,2019,5.099051098154209,Safe,6.0,3.0,0.0,3.0,0.0,7.994791489318846,0.3773073248794389,0.0809638276225918,5140.0,5.0
US9111631035,UNITED NATURAL FOODS INC,2018,5.7070011591523215,Safe,1.0,3.0,0.0,0.0,3.0,7.968168172773854,0.41732745829555773,0.0806803800921719,5140.0,5.0
US9111631035,UNITED NATURAL FOODS INC,2020,3.5337660038054075,Safe,6.0,7.0,2.0,4.0,1.0,8.879328301479807,0.7895917888473206,0.019944951688248027,5140.0,5.0
US1462291097,CARTER'S INC,2021,2.9702707935299038,Grey,3.0,8.0,0.0,8.0,0.0,8.129640690346564,0.7235045304753315,0.08478709418790419,2300.0,2.0
US1462291097,CARTER'S INC,2020,4.0406015993699915,Safe,11.0,26.0,2.0,23.0,1.0,7.920852162046326,0.6803150756033979,0.14560659790339459,2300.0,2.0
US1462291097,CARTER'S INC,2019,5.2489560802812445,Safe,4.0,2.0,1.0,1.0,0.0,7.630392327368869,0.5777110417522723,0.19779557405124587,2300.0,2.0
US1462291097,CARTER'S INC,2018,6.109665244529162,Safe,3.0,1.0,0.0,1.0,0.0,7.634820194420148,0.5855447705729065,0.21508569394859478,2300.0,2.0
US8123501061,SEARS HOLDINGS CORP,2018,-0.11599936318780246,Distress,9.0,29.0,2.0,19.0,8.0,8.890548245606167,1.5126686863123107,-0.27623244285320847,5311.0,5.0
US8712371033,SYKES ENTERPRISES INC,2021,3.9342457026012747,Safe,0.0,0.0,0.0,0.0,0.0,7.270177177497337,0.3775937540264868,0.08884354073150601,7374.0,7.0
US8712371033,SYKES ENTERPRISES INC,2020,3.913231440507686,Safe,1.0,1.0,0.0,0.0,1.0,7.255944319270571,0.38221476510067115,0.07071352878841398,7374.0,7.0
US8712371033,SYKES ENTERPRISES INC,2019,4.4668007313682185,Safe,0.0,0.0,0.0,0.0,0.0,7.067291715265408,0.29468235880361815,0.07900051793267215,7374.0,7.0
US8712371033,SYKES ENTERPRISES INC,2018,3.9653806188300074,Safe,0.0,0.0,0.0,0.0,0.0,7.191498604745265,0.39983136059896374,0.06989568168597203,7374.0,7.0
US4586653044,INTERFACE INC,2021,1.8034019762810451,Distress,0.0,0.0,0.0,0.0,0.0,7.175498129809157,0.749973009415694,0.06841060297348185,2273.0,2.0
US4586653044,INTERFACE INC,2020,2.1790407799801157,Grey,5.0,11.0,0.0,2.0,9.0,7.261259501492266,0.7412583825293437,0.1010857672504601,2273.0,2.0
US4586653044,INTERFACE INC,2019,2.2090087516354053,Grey,0.0,0.0,0.0,0.0,0.0,7.1590150391020995,0.7239211797198289,0.10454880885288063,2273.0,2.0
US4586653044,INTERFACE INC,2018,4.118994662945818,Safe,0.0,0.0,0.0,0.0,0.0,6.6866097303306,0.5876954783912066,0.14631901074194353,2273.0,2.0
US5006432000,KORN FERRY,2021,2.2797896029583447,Grey,0.0,0.0,0.0,0.0,0.0,8.025361371204648,0.5521795005179082,0.06126334276233868,7361.0,7.0
US5006432000,KORN FERRY,2020,2.5374093820373407,Grey,0.0,0.0,0.0,0.0,0.0,7.917473692599758,0.5540205144054219,0.09090803067830783,7361.0,7.0
US5006432000,KORN FERRY,2019,3.0878356201375414,Safe,0.0,0.0,0.0,0.0,0.0,7.756131985776648,0.4674664604009162,0.10884073166093612,7361.0,7.0
US5006432000,KORN FERRY,2018,2.9678701600853334,Grey,0.0,0.0,0.0,0.0,0.0,7.73583274825506,0.46693144934643516,0.08914758159616139,7361.0,7.0
US6988131024,PAPA JOHNS INTERNATIONAL INC,2021,4.674332239537014,Safe,2.0,6.0,0.0,3.0,3.0,6.772817183128684,1.0098124362661411,0.11026730982962292,5812.0,5.0
US6988131024,PAPA JOHNS INTERNATIONAL INC,2020,4.440554479481798,Safe,5.0,7.0,1.0,3.0,3.0,6.595399293765142,1.081752132482849,0.1103198074230794,5812.0,5.0
US6988131024,PAPA JOHNS INTERNATIONAL INC,2019,4.522178748332138,Safe,6.0,15.0,1.0,14.0,0.0,6.3490463297441835,1.519610401666004,0.08782426389840038,5812.0,5.0
US6988131024,PAPA JOHNS INTERNATIONAL INC,2018,6.673017395521505,Safe,11.0,32.0,2.0,28.0,2.0,6.321762404275979,1.1785896215122589,0.2748450642872957,5812.0,5.0
US2860821022,ELECTRONICS FOR IMAGING INC,2019,2.0607424552166362,Grey,0.0,0.0,0.0,0.0,0.0,7.313243053500083,0.5156160567405409,0.009006466831306027,3577.0,3.0
US2860821022,ELECTRONICS FOR IMAGING INC,2018,2.7538505231776753,Grey,0.0,0.0,0.0,0.0,0.0,7.285507233923511,0.4641217667203247,0.036200935390304945,3577.0,3.0
US5949724083,MICROSTRATEGY INC,2021,2.9370149054527435,Grey,0.0,0.0,0.0,0.0,0.0,7.2907102578163245,0.6226525164914043,0.03810899474076358,7372.0,7.0
US5949724083,MICROSTRATEGY INC,2020,3.7316038992849894,Safe,1.0,1.0,0.0,0.0,1.0,6.821729961130909,0.4451504575204758,-0.0010932049999399936,7372.0,7.0
US5949724083,MICROSTRATEGY INC,2019,4.218399973412493,Safe,0.0,0.0,0.0,0.0,0.0,6.753167170163432,0.3809876041170036,0.004651961746641613,7372.0,7.0
US5949724083,MICROSTRATEGY INC,2018,5.599728138521805,Safe,0.0,0.0,0.0,0.0,0.0,6.729499047543818,0.29338373250627,0.08897033484578716,7372.0,7.0
US45337C1027,INCYTE CORP,2021,12.485961565809314,Safe,1.0,3.0,0.0,0.0,3.0,8.17805444280978,0.26668684872833354,-0.06748007115019217,2836.0,2.0
US45337C1027,INCYTE CORP,2020,14.807454673585756,Safe,0.0,0.0,0.0,0.0,0.0,8.139659348236764,0.24172875173269134,0.12305770774057051,2836.0,2.0
US45337C1027,INCYTE CORP,2019,11.849271063599119,Safe,0.0,0.0,0.0,0.0,0.0,7.881092285075495,0.27205583873379385,0.05873392996044239,2836.0,2.0
US45337C1027,INCYTE CORP,2018,17.58668474735731,Safe,1.0,3.0,0.0,0.0,3.0,7.742220581745417,0.29182587199934684,-0.09729512347443002,2836.0,2.0
US98980G1022,ZSCALER INC,2021,12.488369972747678,Safe,0.0,0.0,0.0,0.0,0.0,7.5145043490115855,0.735565799707438,-0.0511350682699031,7370.0,7.0
US98980G1022,ZSCALER INC,2020,12.403961279401436,Safe,0.0,0.0,0.0,0.0,0.0,6.405496190782271,0.48927936546820217,-0.036304832147669004,7370.0,7.0
US98980G1022,ZSCALER INC,2019,14.013946756061163,Safe,0.0,0.0,0.0,0.0,0.0,6.106535018196466,0.46349666466419964,-0.05937054050975812,7370.0,7.0
US1689051076,CHILDRENS PLACE INC,2021,1.3633998312193691,Distress,7.0,16.0,1.0,15.0,0.0,7.039771649540079,0.9180994748830613,-0.04273909836360336,5600.0,5.0
US1689051076,CHILDRENS PLACE INC,2020,2.4222999853071077,Grey,5.0,12.0,0.0,8.0,4.0,7.075299012978269,0.8009246679989878,0.08389220558372842,5600.0,5.0
US1689051076,CHILDRENS PLACE INC,2019,5.817244130033477,Safe,4.0,11.0,1.0,10.0,0.0,6.590364233013671,0.5675142975822712,0.16334042137636406,5600.0,5.0
US1689051076,CHILDRENS PLACE INC,2018,6.546318528309258,Safe,4.0,7.0,0.0,5.0,2.0,6.847185405666975,0.49618709504503167,0.18473710631889287,5600.0,5.0
US26210C1045,DROPBOX INC,2021,1.7882551028229905,Distress,1.0,2.0,0.0,2.0,0.0,7.778295223099284,0.8601709115281503,0.040800938337801615,7370.0,7.0
US26210C1045,DROPBOX INC,2020,1.1799943820193723,Distress,1.0,3.0,0.0,3.0,0.0,7.901081123323146,0.7005038529934796,-0.029453171310017786,7370.0,7.0
US26210C1045,DROPBOX INC,2019,1.293271096762332,Distress,3.0,10.0,0.0,10.0,0.0,7.43549701512444,0.6004958384983177,-0.2916002597249277,7370.0,7.0
US7589321071,REGIS CORP/MN,2021,0.5598420952005475,Distress,0.0,0.0,0.0,0.0,0.0,7.20325223552594,0.9063869811750721,-0.059786534643437486,7200.0,7.0
US7589321071,REGIS CORP/MN,2020,3.3529464600944126,Safe,0.0,0.0,0.0,0.0,0.0,6.5277195851300505,0.5251502188662888,0.004569172437931747,7200.0,7.0
US7589321071,REGIS CORP/MN,2019,3.5224078843005913,Safe,0.0,0.0,0.0,0.0,0.0,6.754295193972708,0.4123130256146883,0.04288140440159442,7200.0,7.0
US7589321071,REGIS CORP/MN,2018,3.1863539671502696,Safe,0.0,0.0,0.0,0.0,0.0,6.920165947058608,0.4975511325888196,0.008758383688190072,7200.0,7.0
US4945801037,KINDRED HEALTHCARE INC,2018,1.1395096421277182,Distress,1.0,3.0,0.0,0.0,3.0,8.562877012083,0.9335408354780127,0.059550325385454635,8051.0,8.0
US00287Y1091,ABBVIE INC,2021,1.4232460848354314,Distress,15.0,48.0,2.0,16.0,30.0,11.922156805247273,0.9130143127552884,0.10558894829475642,2836.0,2.0
US00287Y1091,ABBVIE INC,2020,2.1684290948528684,Grey,10.0,20.0,6.0,0.0,14.0,11.397694170850414,1.091701733714863,0.15547326488245525,2836.0,2.0
US00287Y1091,ABBVIE INC,2019,2.4935361876366073,Grey,15.0,33.0,12.0,5.0,16.0,10.991257946359317,1.14230354495215,0.21195578918991778,2836.0,2.0
